Instance;Obj;LV Fleet(32:0);LV Fleet(32:1);LV Fleet(6:0);LV Fleet(6:1);HV Fleet(32:0);HV Fleet(32:1);HV Fleet(6:0);HV Fleet(6:1);
PC-n68-d2-vt2-t10-s10;-1,00;      0,00;      0,00;      0,00;      0,00;      0,00;      0,00;      0,00;      0,00;
